Ship,Date,country,shiptype,captain_name
sabnld,02-12-1618,Sweden,Container Ship,Porrima
kqsxzt,04-07-1696,Sweden,Container Ship,Copernicus
raeykv,12-06-1715,United Kingdom (UK),Bulk Carrier,Taiyi
eahmrg,04-09-1970,Norway,Bulk Carrier,Fuyue
mhatow,06-07-1655,Canada,Bulk Carrier,Menkalinan
bbdxqt,13-07-1644,United Kingdom (UK),Bulk Carrier,Tarf
cvridg,30-08-1806,Canada,Bulk Carrier,Mirfak
dtyzfc,27-02-1848,Italy,Crude Oil Tanker,Celaeno
lbnhlb,29-05-1508,Argentina,LNG Tanker,Meridiana
ktsqud,31-10-1769,Equatorial Guinea,Container Ship,Ruchbah
mousdv,21-06-1586,United Kingdom (UK),Container Ship,Meissa
effjaw,04-04-1758,United States (USA),LNG Tanker,Mahasim
fpoeas,02-05-1745,Japan,Bulk Carrier,Meissa
rerhua,05-01-1848,Spain,LNG Tanker,Botein
nmtjbf,25-08-1678,United States (USA),Container Ship,Fulu
mctvsf,25-06-1685,Greece,Bulk Carrier,Chertan
sjedap,28-09-1933,United Kingdom (UK),Container Ship,Pollux
wprvpm,21-07-1977,Brazil,Container Ship,Alderamin
cdwmva,19-07-2004,Canada,Bulk Carrier,Naos
eqlmzv,13-07-1731,Finland,Crude Oil Tanker,Aspidiske
cwheyo,06-11-1884,United States (USA),Container Ship,Unukalhai
svapip,22-10-1844,Japan,Passenger (Cruise) Ship,Altais
cfirkq,24-05-1855,Qatar,Crude Oil Tanker,Mirfak
tngfrv,28-05-1892,United States (USA),LNG Tanker,Ruchbah
kwpkyk,31-10-1782,Greece,Container Ship,Shaula
jjdvhw,22-05-1927,Sweden,Bulk Carrier,Algol
kkvlgw,07-08-1908,Sweden,Passenger (Cruise) Ship,Propus
auiszj,11-11-1869,Turkey,Bulk Carrier,Minchir
kkmcqk,06-08-1923,Norway,Bulk Carrier,Intercrus
sxivsb,08-11-1811,Greece,Bulk Carrier,Menkar
malnyh,06-11-1866,Germany,Container Ship,Kornephoros
umrwyi,19-09-1996,Canada,Crude Oil Tanker,Rastaban
yiqrwb,11-03-1562,Fiji,Bulk Carrier,Minchir
rdjvis,14-06-1922,St Vincent & Grenadines,Bulk Carrier,Situla
axduvf,22-12-1643,Greece,Crude Oil Tanker,Piautos
lseizd,27-12-1748,Greece,Bulk Carrier,Athebyne
uccluy,04-10-1507,United Kingdom (UK),Crude Oil Tanker,Sirius
bwaiqo,04-02-1505,Netherlands,Container Ship,Wezen
tzjhov,24-09-1921,Mexico,Container Ship,Atik
qhdeph,19-08-1628,Panama,Container Ship,Alkaid
kyzrsy,04-09-1630,Norway,Passenger (Cruise) Ship,Sadalbari
punxgj,25-10-1573,United States (USA),Passenger (Cruise) Ship,Capella
uwwypi,04-10-1877,United States (USA),Bulk Carrier,Asterope
wlqrlr,10-03-1741,Portugal,Crude Oil Tanker,Haedus
uhtrtj,09-03-1789,Norway,Bulk Carrier,Caph
dctpbo,10-12-1909,Korea,LNG Tanker,Seginus
chhdxt,29-07-1763,Italy,Container Ship,Marfik
kzrlds,20-07-1812,Indonesia,Bulk Carrier,Wasat
iunuih,20-09-1863,United Kingdom (UK),Bulk Carrier,Canopus
wwoifx,18-10-1715,Portugal,Container Ship,Sadr
zdimix,26-06-1752,Germany,LNG Tanker,Tania Borealis
udsgzj,09-04-1753,Iceland,Container Ship,Alcor
ahpvut,25-09-1876,United States (USA),Bulk Carrier,Elgafar
xedsua,08-04-1820,Mauritius,Container Ship,Alcor
rqwvpi,28-04-1893,Vietnam,Container Ship,Grumium
oxtjdl,16-09-1559,Haiti,Container Ship,Rasalhague
hanbpz,21-10-1515,Croatia,Container Ship,Chalawan
dnrvcy,25-04-1751,Germany,LNG Tanker,Nahn
aufrnm,05-04-1517,Portugal,Bulk Carrier,Alrakis
evctvx,16-02-1772,United States (USA),Crude Oil Tanker,Yed Prior
fhiyns,26-09-1683,Canada,Crude Oil Tanker,Alnilam
suvnxj,03-05-1589,United States (USA),Container Ship,Misam
izchgu,10-04-1604,Spain,FSO,Sadr
rvbiyk,06-07-1655,United Kingdom (UK),Offshore Support Vessel,Tabit
qqxgju,04-10-1720,Egypt,Crude Oil Tanker,Mirach
bkbmng,23-05-1654,United Kingdom (UK),Bulk Carrier,Aldebaran
tsrwfu,27-09-1807,China,Bulk Carrier,Tianyi
lgfhtt,31-03-1958,Isle of Man,Container Ship,Cujam
cbbgzb,07-05-1587,Aruba,Bulk Carrier,Ukdah
ucqaxg,17-11-1908,Greece,Crude Oil Tanker,Zosma
mcpynl,11-11-1545,Chile,Crude Oil Tanker,Spica
mxdohu,15-11-1766,Canada,Container Ship,Vindemiatrix
iywaiy,20-11-1815,Dominican Rep,Crude Oil Tanker,Meissa
cbfdqt,31-08-1768,Bulgaria,Bulk Carrier,Tabit
lgirzo,14-02-1842,Croatia,Container Ship,Altais
zczkou,29-08-1808,Japan,LNG Tanker,Peacock
wdmaei,25-06-1562,Sweden,Crude Oil Tanker,Okab
sitcnz,20-10-1990,Greece,Container Ship,Angetenar
akrpmw,19-03-1960,United Kingdom (UK),LNG Tanker,Polaris Australis
jhgtni,01-06-1988,Canada,Bulk Carrier,Sadr
eclzje,23-10-1714,Portugal,Container Ship,Tianguan
hueyci,11-08-1626,Japan,Passenger (Cruise) Ship,Atria
qovjre,02-07-1982,United Kingdom (UK),Bulk Carrier,Elnath
zrirys,15-11-1782,Norway,Container Ship,Azmidi
rjdgzp,22-02-1861,China,Container Ship,Shaula
qtledp,31-08-1507,Norway,Bulk Carrier,Nembus
hopixl,22-06-1947,Japan,Crude Oil Tanker,Heze
fudxyd,21-05-1879,Italy,Bulk Carrier,Ukdah
hdrhqd,28-04-1638,United Kingdom (UK),Container Ship,Vindemiatrix
wpovqx,29-12-1626,Sweden,LNG Tanker,Denebola
yiprni,12-05-1511,Isle of Man,Container Ship,Meleph
roxmlj,25-10-1502,Faeroe Islands,Bulk Carrier,Menkalinan
xsaptq,08-06-1592,Germany,Crude Oil Tanker,Keid
ktixrq,26-01-1995,Canada,Container Ship,Homam
miqumm,17-07-1917,India,Bulk Carrier,Tianguan
rezivc,17-12-1836,Norway,Container Ship,Menkar
hxazyf,17-07-1672,United Kingdom (UK),Crude Oil Tanker,Asellus Borealis
ztswta,23-12-1751,Sweden,Bulk Carrier,Homam
wfiegj,21-09-2005,United Kingdom (UK),Passenger (Cruise) Ship,Alnasl
tjyudl,16-03-1920,Turkey,LNG Tanker,Rukbat
yxcyjb,25-03-1897,Croatia,Container Ship,Iklil
vsfrqj,25-07-1772,Canada,Passenger (Cruise) Ship,Alsciaukat
sxvega,07-10-1854,United States (USA),Crude Oil Tanker,Seginus
abznfd,31-03-1860,United States (USA),Container Ship,Salm
fsoqfi,14-06-1622,Canada,FSO,Alshain
drridc,07-11-1888,United States (USA),Bulk Carrier,Kitalpha
yaeqdy,03-12-1976,Croatia,Bulk Carrier,Diadem
mbynkk,09-06-1687,Iran,LNG Tanker,Rigel
umchut,16-01-1980,Estonia,LNG Tanker,Sceptrum
igjccs,29-05-1524,Portugal,Passenger (Cruise) Ship,Taiyangshou
wxthgb,07-05-1730,Egypt,Bulk Carrier,Rigil Kentaurus
prjpju,26-05-1688,Mexico,LNG Tanker,Deneb
joncza,22-04-1503,Indonesia,Bulk Carrier,Giausar
ifiyjd,28-11-1883,Norway,Crude Oil Tanker,Alkaid
uelgqf,09-10-1777,Japan,Bulk Carrier,Unukalhai
txtqhk,01-11-1588,Greece,FSO,Lich
kvpmee,26-08-1730,Greece,Passenger (Cruise) Ship,Tarazed
dtilfc,04-07-1696,Norway,Container Ship,Aldulfin
qevnki,10-12-1925,United States (USA),LNG Tanker,Tania Australis
bssvqo,08-10-1811,United States (USA),Crude Oil Tanker,Hamal
cejtkw,01-10-1789,Norway,Bulk Carrier,Atria
odtqwe,31-12-1548,Japan,Bulk Carrier,Merope
vfqytm,29-10-1566,Norway,LNG Tanker,Lesath
cszfep,02-08-1672,Japan,Container Ship,Zibal
ypnokt,29-09-1962,Brazil,Bulk Carrier,Lesath
zilfct,02-04-1528,United States (USA),LNG Tanker,Algenib
fsiinn,14-07-1549,Poland,Bulk Carrier,Betelgeuse
nkhqiy,17-12-1963,Panama,Container Ship,Tegmine
gsfuqn,11-10-1835,Sweden,Container Ship,Phecda
xhuzsx,10-11-1544,Greece,Bulk Carrier,Regulus
dupmfu,08-08-1534,Sweden,Bulk Carrier,Aladfar
tkgqut,27-03-1828,Japan,Bulk Carrier,Markab
uokkkv,07-12-1989,Canada,Bulk Carrier,Deneb
lctckl,08-06-1807,Norway,Passenger (Cruise) Ship,Adhara
gnksto,22-01-1685,Greece,Crude Oil Tanker,Merga
aajmyi,06-12-1648,Papua New Guinea,Container Ship,Gacrux
zxpttb,17-03-1994,Japan,Container Ship,Sadalsuud
yhjgxt,24-01-1639,Japan,Offshore Support Vessel,Zubenelgenubi
doqyeb,01-08-1972,Norway,Bulk Carrier,Sargas
sodnsw,22-05-1667,Argentina,Crude Oil Tanker,Tianguan
brefrd,12-05-1746,Russia,Container Ship,Almaaz
dhvxfe,07-04-1722,Brazil,Crude Oil Tanker,Gacrux
rigazo,29-11-1703,United States (USA),Bulk Carrier,Rasalgethi
jvctmz,23-10-1732,Faeroe Islands,Container Ship,Mekbuda
qiunwk,24-04-1797,Poland,Bulk Carrier,Meridiana
fehxet,11-11-1797,Portugal,Bulk Carrier,Chalawan
hdkuyf,14-05-1797,Japan,Bulk Carrier,Merak
lmwqzw,09-05-2008,Spain,Container Ship,Alkaphrah
pcfzkv,28-04-1868,Japan,LNG Tanker,Porrima
ouvtot,27-02-1768,India,Container Ship,Fawaris
miwtgq,06-01-1798,United States (USA),Crude Oil Tanker,Mekbuda
xaczvw,17-04-1609,Norway,Container Ship,Toliman
uylnpq,01-09-1603,Japan,Bulk Carrier,Alderamin
ismkds,09-04-1817,Iceland,LNG Tanker,Cursa
rlncix,09-05-1760,Portugal,Crude Oil Tanker,Ogma
dctpbo,12-12-1957,Japan,Bulk Carrier,Sabik
wwdgle,30-06-1503,Equatorial Guinea,Passenger (Cruise) Ship,Segin
stqvfd,03-03-1650,Spain,Bulk Carrier,Altair
kbqcog,26-02-1695,Spain,Bulk Carrier,Kurhah
vvuzbi,23-11-1933,Germany,LNG Tanker,Errai
eqqejn,25-02-1878,Canada,Bulk Carrier,Zubeneschamali
wxnxwq,24-06-1870,Sweden,Container Ship,Mirfak
ikapvk,02-09-1547,Russia,Bulk Carrier,Acrab
xwojyi,26-12-1741,Japan,Bulk Carrier,Alkes
lltdsy,22-05-1927,Italy,Crude Oil Tanker,Alshat
ontquk,25-05-1718,Canada,Bulk Carrier,Kochab
yemzaf,24-06-1887,United States (USA),Bulk Carrier,Achird
zknbdu,02-02-1777,India,Crude Oil Tanker,Bunda
sszygd,26-03-1686,Greece,Bulk Carrier,Alcor
vviras,18-10-1678,United States (USA),Container Ship,Barnard’s Star
oahcku,17-12-1634,France,Container Ship,Altair
vdevgo,26-07-1898,India,Container Ship,Aldhibah
bnjhqo,01-06-1538,Indonesia,Bulk Carrier,Kochab
jfhnar,08-08-1853,United Kingdom (UK),LNG Tanker,Muphrid
iafvaz,23-04-1729,Norway,Crude Oil Tanker,Muphrid
gyxtmj,21-12-1848,Japan,LNG Tanker,Alphard
pjzuky,03-11-1533,Spain,Bulk Carrier,Capella
mjlvnc,16-11-1957,Canada,Container Ship,Xamidimura
ulzbhf,16-10-1886,Netherlands,Bulk Carrier,Alsafi
qspsgb,28-08-1887,Estonia,Container Ship,Zibal
gznkak,17-11-1908,Brazil,Crude Oil Tanker,Tegmine
gcdakq,23-01-1643,United States (USA),LNG Tanker,Ankaa
qtledp,05-03-1797,Kuwait,Bulk Carrier,Schedar
hxyrxa,05-11-1769,Croatia,Bulk Carrier,Cervantes
btewys,11-12-1517,Slovenia,Container Ship,Tegmine
frjoxv,24-01-1650,Turkey,Bulk Carrier,Atria
nzgxhk,11-06-1631,Spain,Crude Oil Tanker,Tureis
loqeoq,08-10-1742,Portugal,Container Ship,Alphecca
romema,11-12-1684,Papua New Guinea,Crude Oil Tanker,Enif
svbmqr,26-05-2000,Philippines,Container Ship,Polaris Australis
mrxzjc,21-01-1896,United Kingdom (UK),Container Ship,Alrakis
zukhzp,01-10-1753,Equatorial Guinea,Container Ship,Zaurak
vzlxsq,22-11-1788,India,Bulk Carrier,Phecda
oeftal,26-06-1674,Norway,Bulk Carrier,Vega
zylhmg,05-05-1981,Faeroe Islands,Bulk Carrier,Adhil
kihtvs,12-09-1532,Turkey,Bulk Carrier,Polaris Australis
iyujam,04-11-1884,Japan,Crude Oil Tanker,Alnasl
zvnnra,27-07-1636,United Kingdom (UK),LNG Tanker,Miaplacidus
hllqls,11-06-1659,Belgium,Passenger (Cruise) Ship,Aldhanab
hrwsvw,13-06-1704,Bulgaria,LNG Tanker,Propus
loqeoq,11-04-1730,Spain,Bulk Carrier,Intercrus
talmwx,11-12-1750,Canada,Bulk Carrier,Nusakan
zigsba,19-10-1993,Estonia,Bulk Carrier,Altais
zpyqzo,06-08-1636,Iceland,Bulk Carrier,Asellus Borealis
lyelqa,21-07-1977,United States (USA),Passenger (Cruise) Ship,Kaus Media
gtrzom,15-10-1834,United Kingdom (UK),Passenger (Cruise) Ship,Tarazed
vuiwyl,03-01-1888,Estonia,Bulk Carrier,Keid
hkzxmj,20-04-1644,Netherlands,LNG Tanker,Biham
uttqno,11-08-1913,Bulgaria,Bulk Carrier,Terebellum
tuqvvx,12-02-1520,India,Crude Oil Tanker,Muscida
drxrpk,26-07-1816,United Kingdom (UK),LNG Tanker,Algorab
lzcfnm,02-12-1618,Netherlands,Container Ship,Asellus Borealis
jxvayl,06-10-1535,Chile,Bulk Carrier,Iklil
flwbaq,01-08-1836,Iran,LNG Tanker,Scheat
qnmrqi,13-12-1861,Japan,Container Ship,Paikauhale
fkvbsq,17-11-1966,Panama,Container Ship,Fuyue
ifarwt,28-10-1944,United States (USA),LNG Tanker,Alcyone
kczxcl,15-11-1946,Nicaragua,Container Ship,Ainalrami
myxuzm,06-03-1702,Japan,LNG Tanker,Polaris Australis
wzkxso,29-07-1969,Faeroe Islands,Crude Oil Tanker,Tarazed
wzqkgp,03-04-1553,Togolese Rep,LNG Tanker,Adhara
oavlnk,23-06-1913,Canada,Container Ship,Elgafar
yuvlee,29-10-1566,Japan,LNG Tanker,Asterope
heupgw,04-07-1663,Dominican Rep,Container Ship,Mesarthim
hciyob,22-09-1722,Italy,Bulk Carrier,Alzirr
pejckx,02-06-1955,France,Crude Oil Tanker,Acamar
dcluck,24-08-1619,Fiji,Passenger (Cruise) Ship,Rasalgethi
ehlytc,17-08-1535,Sweden,Container Ship,Pleione
oeqjie,07-01-1932,United Kingdom (UK),Crude Oil Tanker,Aladfar
opvwnh,21-05-1502,United States (USA),Bulk Carrier,Castula
vqrwgs,05-05-1640,Faeroe Islands,LNG Tanker,Markeb
aiseti,26-06-1750,Canada,Container Ship,Kurhah
cqtbzh,28-11-1708,Cuba,Container Ship,Sheratan
zxdows,14-03-1827,Mauritius,Container Ship,Lich
xssroy,03-06-1949,United Kingdom (UK),Container Ship,Heze
qfeppy,22-01-1681,Sweden,Container Ship,Gomeisa
basqsa,23-09-1813,Norway,Container Ship,Kaffaljidhma
cvulqe,13-03-1771,Brazil,Bulk Carrier,Altais
exdkyv,23-04-1997,Sao Tome & Principe,Container Ship,Enif
roxmlj,28-11-1505,Denmark,Container Ship,Kaus Borealis
hhvvtx,15-06-1658,Greece,Bulk Carrier,Brachium
ehlytc,07-02-1908,Japan,LNG Tanker,Alcor
suaoil,05-06-1616,United Kingdom (UK),Offshore Support Vessel,Sarin
okdcge,30-06-1664,Norway,Bulk Carrier,Homam
ifbthh,19-04-1875,China,Container Ship,Wezen
jgyfay,18-09-1709,Italy,FSO,Procyon
hkclit,27-01-1964,Chile,Crude Oil Tanker,Sarin
deojma,17-10-1690,Italy,Container Ship,Aladfar
zdqbrw,25-01-1790,United States (USA),Bulk Carrier,Elgafar
jkhtls,24-09-1783,Japan,Bulk Carrier,Shaula
lquukj,02-06-1898,Canada,Bulk Carrier,Nunki
lfmlzl,20-04-1995,Sweden,Container Ship,Elgafar
lgfhtt,13-10-1815,Mauritius,Crude Oil Tanker,Regulus
sbzkzw,22-05-1710,Greece,Bulk Carrier,Antares
mdrfyp,10-10-1511,Japan,LNG Tanker,Alruba
iyrebt,01-07-1540,United Kingdom (UK),LNG Tanker,Segin
cmxvok,29-10-1982,Madagascar,Bulk Carrier,Deneb
chicyc,28-10-1589,Turkmenistan,Crude Oil Tanker,Schedar
jkdifg,02-03-1956,Norway,Container Ship,Wazn
gmwyiw,28-01-1777,India,Bulk Carrier,Maasym
hsnsel,11-02-1871,Italy,Bulk Carrier,Tianyi
ldfmaq,01-06-1891,Bahamas,Crude Oil Tanker,Alcor
zhewvk,03-05-1742,Norway,Crude Oil Tanker,Celaeno
obumcq,17-02-1824,Portugal,Bulk Carrier,Alkarab
cuorgk,21-10-1564,Japan,Bulk Carrier,Canopus
hixgfp,01-05-1972,Sweden,Crude Oil Tanker,Acamar
kjfwsd,05-07-1513,United States (USA),Bulk Carrier,Grumium
iikubp,05-01-1699,United States (USA),Container Ship,Albali
wxthgb,29-04-1652,Canada,Container Ship,Alphard
iafvaz,10-01-1793,Italy,Container Ship,Antares
kxqegd,29-07-1848,United Kingdom (UK),Bulk Carrier,Alula Australis
urukwn,30-03-1880,Norway,Passenger (Cruise) Ship,Sham
weyscd,26-06-1962,Norway,Bulk Carrier,Helvetios
fcjolm,10-10-1827,Bahamas,Bulk Carrier,Kurhah
hchjbw,05-03-1739,United Kingdom (UK),Bulk Carrier,Talitha
ssfrtz,01-09-1982,New Zealand,Bulk Carrier,Acrab
tamfqr,14-09-1880,Russia,Container Ship,Anser
kteicb,28-12-1603,United States (USA),Container Ship,Altair
bfdpyu,19-10-1666,United Kingdom (UK),Crude Oil Tanker,Sadalmelik
cnhqqg,12-01-1954,Netherlands,Crude Oil Tanker,Nahn
jimptr,29-09-1540,Portugal,LNG Tanker,Polaris
fgspjt,19-07-1782,Indonesia,Passenger (Cruise) Ship,Tureis
giwwvh,06-04-1894,Greece,Bulk Carrier,Tania Australis
bwbkwt,18-09-1913,Chile,Crude Oil Tanker,Acrux
ttaolf,26-08-1793,United States (USA),LNG Tanker,Wezen
mitcsa,12-04-1565,Dominican Rep,Container Ship,Asterope
qoffix,13-02-1989,Fiji,Crude Oil Tanker,Merak
qoyaqv,01-09-1982,Russia,Bulk Carrier,Asellus Borealis
yylagl,20-04-1644,Norway,Container Ship,Alchiba
qyfhle,18-12-1896,Estonia,Bulk Carrier,Kochab
cfcwnj,21-11-1636,Croatia,Bulk Carrier,Ascella
dzujyq,23-10-1732,United States (USA),Bulk Carrier,Phecda
hvdzhs,24-07-1924,Croatia,Crude Oil Tanker,Alruba
dkwfmc,17-05-1720,United Kingdom (UK),Crude Oil Tanker,Biham
gkmkik,22-08-1850,India,FSO,Rigil Kentaurus
fljqod,03-04-1796,United Kingdom (UK),Bulk Carrier,Khambalia
mhvjra,08-05-1554,United Kingdom (UK),LNG Tanker,Alpherg
ozgfni,27-05-1809,United States (USA),Crude Oil Tanker,Meleph
zgrraw,08-02-1843,Russia,Container Ship,Nusakan
yylagl,03-08-1873,Norway,Crude Oil Tanker,Alkaid
bawycs,28-07-1660,United States (USA),Bulk Carrier,Maia
tuslwq,12-05-1783,Belgium,Container Ship,Sadachbia
wgdpzj,30-11-1800,Japan,Bulk Carrier,Khambalia
aswvzu,05-09-1707,Italy,LNG Tanker,Pipirima
gibakm,18-10-1503,Norway,Bulk Carrier,Mira
deypad,19-07-1934,India,Bulk Carrier,Anser
hyvewe,01-07-1747,Japan,LNG Tanker,Tonatiuh
fdabwj,17-03-2005,Australia,Container Ship,Albali
mpempm,21-04-1692,India,LNG Tanker,Sham
krencf,15-11-1782,Faeroe Islands,Container Ship,Sadalmelik
jfixtl,18-11-1838,Sweden,Crude Oil Tanker,Wasat
wiyflu,06-08-1700,United Kingdom (UK),LNG Tanker,Rastaban
nmvusw,24-06-1542,Japan,Container Ship,Alsephina
cjtjiy,04-03-1526,China,Crude Oil Tanker,Atik
ryjqjs,04-08-1991,Russia,LNG Tanker,Kitalpha
puyrgb,31-05-1620,Chile,Container Ship,Rigil Kentaurus
qvsdgp,25-10-1641,Spain,Crude Oil Tanker,Sadachbia
mvwgsr,18-05-1583,New Caledonia,LNG Tanker,Yildun
vygcsf,01-06-1558,United States (USA),Container Ship,Homam
rczfcw,12-10-1613,Brazil,Container Ship,Gacrux
pkraki,17-02-1734,United States (USA),Crude Oil Tanker,Sceptrum
ajvuxc,08-05-1895,Estonia,Crude Oil Tanker,Alpherg
aepgge,20-06-1704,Korea,Bulk Carrier,Chertan
pktreq,09-08-1624,Fiji,LNG Tanker,Kochab
smqnmv,27-03-1701,Japan,Container Ship,Sham
giwvkt,20-10-1990,Japan,Container Ship,Wurren
tbauhn,05-08-1699,Dominican Rep,Container Ship,Aljanah
opkkth,15-10-1770,Iceland,Crude Oil Tanker,Propus
htarse,05-08-1699,United States (USA),Bulk Carrier,Kang
aboyzy,31-08-1555,Chile,Container Ship,Arneb
smymse,12-06-1500,United Arab Emirates (UAE),Container Ship,Yed Posterior
xvgkbg,20-06-1539,Greece,Bulk Carrier,Menkib
lvmtlz,07-01-1736,Japan,Bulk Carrier,Alchiba
grfoky,17-07-1917,United States (USA),Container Ship,Vega
rryqtn,01-07-1840,Japan,Container Ship,Kaus Media
btwedg,10-09-1653,Japan,Container Ship,Fafnir
gbxejs,04-05-1641,Haiti,Crude Oil Tanker,Gacrux
eviiyl,18-12-1632,Chile,LNG Tanker,Hadar
zirigp,13-12-1588,Greece,Passenger (Cruise) Ship,Athebyne
ximlye,16-08-1864,Panama,Container Ship,Beid
nonfam,18-11-1838,United States (USA),Crude Oil Tanker,Mesarthim
glcrkb,15-09-1690,Japan,Bulk Carrier,Avior
annjtl,25-12-1633,Egypt,Container Ship,Azelfafage
ezctjr,27-11-1700,United Kingdom (UK),Passenger (Cruise) Ship,Jishui
wwqcye,12-03-1511,Haiti,Bulk Carrier,Pleione
djttpt,16-05-1849,Thailand,Crude Oil Tanker,Cor Caroli
eywjmw,31-08-1507,Iran,Container Ship,Matar
noqjfs,26-08-1933,Norway,LNG Tanker,Kochab
jmbqrs,10-01-1816,United States (USA),Container Ship,Xamidimura
pxrpkq,27-05-1915,United Kingdom (UK),Container Ship,Ankaa
lzcfnm,26-03-1686,Japan,LNG Tanker,Hatysa
pqhygr,29-10-1914,Croatia,Bulk Carrier,Alniyat
qgtidu,14-04-1971,Japan,Crude Oil Tanker,Kaus Australis
bnsxyd,18-09-1570,Turkey,Container Ship,Cebalrai
jpmbpf,12-03-1842,Madagascar,Bulk Carrier,Libertas
frzyne,03-05-1680,Italy,Container Ship,Homam
avnkey,19-10-1932,Kuwait,Bulk Carrier,Torcular
xsuhkm,16-01-1899,Japan,Bulk Carrier,Menkent
ulqogk,26-01-1657,New Caledonia,Bulk Carrier,Deneb Algedi
rjzoxo,11-01-1814,Canada,Container Ship,Alsciaukat
wdiscg,01-10-1789,Egypt,Bulk Carrier,Nihal
yayoaz,03-02-1696,Chile,Container Ship,Rigel
kapaof,31-08-1740,Japan,Bulk Carrier,Salm
jhgtni,05-07-1513,Argentina,LNG Tanker,Alfirk
xbysoy,29-04-1730,Faeroe Islands,Crude Oil Tanker,Megrez
cejtkw,26-05-1606,Faeroe Islands,Bulk Carrier,Tianguan
egaqvn,19-04-1976,Korea,Bulk Carrier,Mesarthim
vwpmch,26-11-1534,Russia,Container Ship,Ukdah
tjyudl,08-06-1566,United States (USA),Passenger (Cruise) Ship,Syrma
opdshe,04-06-1612,Egypt,Bulk Carrier,Diadem
dpreei,24-01-1720,Italy,Crude Oil Tanker,Errai
iuzbrq,16-01-1753,Canada,Container Ship,Adhara
fusorj,04-07-1816,Philippines,Bulk Carrier,Alnilam
sovmvn,14-04-1554,Canada,Container Ship,Canopus
gvfpzf,25-07-1953,Philippines,Passenger (Cruise) Ship,Heze
beatap,01-02-1859,Italy,Bulk Carrier,Antares
jyyeqh,27-12-1544,Estonia,Crude Oil Tanker,Cujam
ftcaxr,20-11-1640,United Kingdom (UK),Bulk Carrier,Albali
luosrn,16-05-1934,United States (USA),Bulk Carrier,Arneb
bfoqmp,16-11-1523,Qatar,Bulk Carrier,Baten Kaitos
ofojox,29-10-1728,Canada,LNG Tanker,Mizar
oofghs,19-02-1645,Sweden,Crude Oil Tanker,Fafnir
vryuzj,17-11-1655,Denmark,Crude Oil Tanker,Alkalurops
egnroh,12-04-1564,Russia,Container Ship,Mirzam
zmpntf,15-02-1700,Turkey,Bulk Carrier,Taiyangshou
qatmve,06-02-1749,Belgium,Container Ship,Saiph
lbopzr,14-10-1864,Netherlands,Bulk Carrier,Alnair
sctlol,12-02-1560,India,Bulk Carrier,Ruchbah
tbvmbi,13-11-1772,Aruba,Bulk Carrier,Helvetios
wxdeid,02-02-1835,United States (USA),Container Ship,Alnitak
ggpziw,10-06-1712,Japan,LNG Tanker,Imai
zitjkr,26-02-1721,Japan,LNG Tanker,Rukbat
qmkvwo,27-03-1583,Norway,LNG Tanker,Alula Australis
ysppet,19-02-1651,Japan,LNG Tanker,Spica
vwevnr,12-06-1924,Cuba,Bulk Carrier,Hadar
oeftal,10-05-1630,United States (USA),LNG Tanker,Larawag
zzapxe,11-05-2006,United States (USA),Crude Oil Tanker,Menkib
wqcmme,27-07-1940,United States (USA),LNG Tanker,Atik
wgqtjz,12-02-1753,Japan,Crude Oil Tanker,Cor Caroli
waifdt,08-12-1680,Canada,LNG Tanker,Subra
tnaqul,24-11-1858,Canada,Container Ship,Bunda
mwqtqj,26-11-1838,Norway,Crude Oil Tanker,Alkes
gcgcyt,22-06-1682,United States (USA),Crude Oil Tanker,Azmidi
xavkjq,09-02-1808,Turkmenistan,Container Ship,Celaeno
istgwp,16-01-1944,Russia,Container Ship,Toliman
djadzu,07-05-1688,China,Bulk Carrier,Piautos
tnzoya,24-06-1628,Bulgaria,Container Ship,Veritate
wemgzw,03-03-1650,United States (USA),Bulk Carrier,Syrma
xaczvw,14-03-1943,Netherlands,Crude Oil Tanker,Adhara
hvdzhs,05-11-1633,Germany,Bulk Carrier,Praecipua
ovqxky,26-10-1618,Greece,LNG Tanker,Alkaid
zaxmoh,24-03-1546,Indonesia,Bulk Carrier,Rotanev
mannqt,13-08-1715,Germany,LNG Tanker,Polaris Australis
dsonoq,09-03-1906,Japan,Passenger (Cruise) Ship,Propus
cysvun,12-07-1710,Portugal,LNG Tanker,Ran
eywjmw,12-02-1807,Australia,Crude Oil Tanker,Diadem
sosjzu,27-02-1803,Spain,Container Ship,Tabit
kdjwgt,05-08-1840,St Vincent & Grenadines,Bulk Carrier,Atria
lbrdlb,26-09-1574,Netherlands,Bulk Carrier,Hatysa
hllyqp,23-12-1824,Norway,Bulk Carrier,Tureis
ujgklu,24-04-1835,United Kingdom (UK),Container Ship,Xamidimura
oehubs,01-09-1544,Montenegro,LNG Tanker,Porrima
xlhuqp,01-08-1943,Fiji,LNG Tanker,Wezen
frjoxv,10-02-1786,United States (USA),LNG Tanker,Rotanev
kklqlk,29-09-1748,India,Container Ship,Sualocin
lbselv,22-10-1844,Germany,Crude Oil Tanker,Alcor
tzapdz,08-09-1577,Faeroe Islands,Bulk Carrier,Wurren
ktixrq,07-04-1940,Iceland,Container Ship,Aldhanab
aijkhi,08-12-1744,Japan,LNG Tanker,Ashlesha
imznvs,17-04-1582,Argentina,Bulk Carrier,Menkalinan
hgnoav,19-05-1806,Canada,Bulk Carrier,Polaris Australis
