Ship,Date,country,shiptype,captain_name
kaypyp,23-04-1665,Canada,Container Ship,Albireo
gawrxo,15-09-1717,United States (USA),Bulk Carrier,Errai
qcspdy,24-05-1828,Guadeloupe,Bulk Carrier,Kitalpha
ftrmcs,16-06-1672,Croatia,Bulk Carrier,Procyon
yrqixh,27-08-1946,Estonia,Passenger (Cruise) Ship,Phact
instkg,01-03-1608,United Kingdom (UK),Bulk Carrier,Rotanev
qrhylz,24-03-1528,Chile,Bulk Carrier,Pollux
htzapp,13-03-1834,Sweden,Bulk Carrier,Zubenelhakrabi
qzlioq,05-08-1640,United Arab Emirates (UAE),Bulk Carrier,Taiyangshou
yfahks,23-10-1664,United States (USA),Bulk Carrier,Vega
vqczxv,17-08-1964,Germany,Crude Oil Tanker,Revati
tgptij,18-04-1694,Norway,Container Ship,Furud
ricbvr,25-11-1953,Japan,Crude Oil Tanker,Guniibuu
ahofsz,21-03-1877,United States (USA),Bulk Carrier,Bellatrix
euphgz,28-02-1716,United States (USA),LNG Tanker,Diphda
dodefg,10-05-1533,Brazil,Container Ship,Alsciaukat
vrmguy,23-05-1839,Mauritius,Container Ship,Celaeno
otksqg,03-05-1919,Spain,Bulk Carrier,Cebalrai
mflkdv,08-04-1995,Germany,Bulk Carrier,Biham
fydlvz,11-08-1528,New Caledonia,LNG Tanker,Cebalrai
vbfate,09-01-1893,United Kingdom (UK),LNG Tanker,Yed Prior
nzpdtz,25-06-1540,United States (USA),Crude Oil Tanker,Larawag
sfyjop,07-02-1911,Madagascar,Bulk Carrier,Sceptrum
nbqmeg,20-03-1803,Greece,Crude Oil Tanker,Baten Kaitos
ijnbcj,30-07-1732,United States (USA),Crude Oil Tanker,Dabih
lkhcus,20-07-1931,Egypt,Bulk Carrier,Zubenelgenubi
uqpkdf,08-11-1506,Canada,Bulk Carrier,Chertan
lmfhjz,15-11-1946,Canada,LNG Tanker,Altair
tjvszn,28-10-1685,United States (USA),Bulk Carrier,Sheliak
mnhdmt,14-04-1586,Australia,Container Ship,Beid
vtqgsm,12-01-1926,United States (USA),Crude Oil Tanker,Skat
mddbij,02-09-1829,Japan,Container Ship,Bunda
yuukrc,09-01-1639,Philippines,Crude Oil Tanker,Diadem
zjqmxh,27-07-1715,Bahamas,Container Ship,Toliman
gpztsd,31-05-1918,Japan,Bulk Carrier,Polis
ooykzs,19-09-1929,Japan,Crude Oil Tanker,Fawaris
nluhvx,02-09-2009,United States (USA),Bulk Carrier,Musica
urnzdo,13-10-1936,United States (USA),LNG Tanker,Kaffaljidhma
ijjrpy,20-03-1887,Germany,Container Ship,Dabih
qmkvwo,21-05-1812,Latvia,Container Ship,Cervantes
kotckx,10-02-1686,United States (USA),Container Ship,Alchiba
rakkmh,17-04-1657,Italy,LNG Tanker,Alula Australis
lfomfx,03-12-1605,Argentina,Container Ship,Polaris Australis
uzllde,21-12-1784,New Caledonia,Passenger (Cruise) Ship,Asellus Borealis
wupnld,03-11-1701,Japan,Container Ship,Sham
fzultt,07-11-1677,Croatia,LNG Tanker,Markab
rcklxt,12-01-1756,Bulgaria,Crude Oil Tanker,Caph
osoagm,03-12-1982,Spain,Crude Oil Tanker,Yed Prior
xertoc,22-05-1581,Dominican Rep,Bulk Carrier,Paikauhale
jyzpti,07-11-1651,United Kingdom (UK),Bulk Carrier,Rasalgethi
ogxihz,30-07-1612,Japan,Bulk Carrier,Phact
mcvevp,06-02-1997,United Kingdom (UK),Crude Oil Tanker,Ukdah
kgnqun,03-01-1942,Japan,Bulk Carrier,Nashira
vqeumc,23-10-1785,Japan,Crude Oil Tanker,Acamar
icdjpv,24-01-1650,Poland,Container Ship,Shaula
kkpmqg,26-11-1832,US Minor Outlying Isls,LNG Tanker,Elkurud
ixrurk,26-08-1775,Canada,LNG Tanker,Menkib
qgtidu,21-06-1859,Guadeloupe,Passenger (Cruise) Ship,Hadar
kjarhg,07-08-1908,Canada,Crude Oil Tanker,Dalim
wpwvns,26-03-1782,Sweden,Bulk Carrier,Grumium
gyznhc,15-02-1836,St Vincent & Grenadines,Bulk Carrier,Sadachbia
uaorux,26-09-1561,Iceland,Crude Oil Tanker,Piautos
kolvpj,27-06-1957,Italy,LNG Tanker,Rotanev
isptbb,27-12-1790,Sweden,LNG Tanker,Arkab Prior
zqgbrt,24-01-1639,Faeroe Islands,Bulk Carrier,Almaaz
isxbbx,11-05-1628,United States (USA),Container Ship,Xamidimura
exxwdq,18-09-1560,Vietnam,Bulk Carrier,Salm
aynrqv,26-08-1987,Chile,Crude Oil Tanker,Yildun
qspsgb,10-07-1518,Libya,LNG Tanker,Polaris
dwqbun,30-08-1634,China,Container Ship,Ainalrami
xtcxnp,27-06-1541,United Kingdom (UK),Bulk Carrier,Saiph
izfpas,18-01-1747,United Kingdom (UK),Bulk Carrier,Salm
wywtia,25-05-1908,China,Crude Oil Tanker,Ascella
lomifo,20-05-1863,Malaysia,Container Ship,Deneb Algedi
nmehid,29-04-1849,Portugal,Container Ship,Syrma
wdpcax,28-05-1892,Japan,Bulk Carrier,Rastaban
uslnym,28-09-1668,Indonesia,Container Ship,Ankaa
snjyej,19-04-1708,Greece,LNG Tanker,Menkalinan
fhuzua,17-01-1690,Faeroe Islands,Bulk Carrier,Muphrid
dtunir,26-02-1914,Equatorial Guinea,Bulk Carrier,Asterope
stegdz,26-09-1825,Jamaica,Crude Oil Tanker,Aldulfin
yjolmv,26-12-1782,United Kingdom (UK),Container Ship,Homam
wgscjn,04-10-1577,Sweden,Bulk Carrier,Alya
tkmwgx,04-05-1736,Greece,Crude Oil Tanker,Tarf
dwzszj,06-05-1721,Chile,Passenger (Cruise) Ship,Segin
ozeclv,07-03-2003,Canada,LNG Tanker,Thuban
tchcpb,24-01-1632,Norway,Container Ship,Rastaban
ufdnzc,18-05-1998,United Kingdom (UK),Crude Oil Tanker,Arkab Prior
vfmeki,02-10-1890,United Kingdom (UK),Bulk Carrier,Sheliak
vsvkie,14-04-1743,Panama,Bulk Carrier,Xuange
wdweag,20-04-1995,Netherlands,Bulk Carrier,Meleph
ugycyo,22-11-1683,Faeroe Islands,Crude Oil Tanker,Menkar
rcklxt,10-01-1743,Germany,LNG Tanker,Hatysa
nmxhvk,16-05-1966,United Kingdom (UK),Crude Oil Tanker,Alderamin
bekqwc,25-03-1613,Canada,Crude Oil Tanker,Alkalurops
kuhlek,21-08-1562,Poland,Container Ship,Sabik
fgmwrj,23-11-1566,China,Container Ship,Regulus
fditjj,04-07-1554,Russia,Bulk Carrier,Paikauhale
fucyxd,07-04-1940,Spain,Bulk Carrier,Diadem
exsxjo,25-03-1629,Portugal,Container Ship,Muphrid
eeqjkb,09-01-1854,Japan,Bulk Carrier,Saclateni
qqvkdm,21-03-1904,Japan,Crude Oil Tanker,Pollux
nmktxz,29-06-1751,Vietnam,Passenger (Cruise) Ship,Furud
fpscew,08-03-1820,Belgium,Bulk Carrier,Cervantes
cdvewc,22-11-1883,Dominican Rep,Container Ship,Acubens
lsienj,20-04-1685,Argentina,Bulk Carrier,Altais
wxrpya,07-03-1949,Italy,LNG Tanker,Rastaban
lpirbf,28-11-1826,Estonia,Bulk Carrier,Adhara
avhosd,27-06-1859,United States (USA),Container Ship,Tania Australis
wqochg,04-06-1816,Norway,Crude Oil Tanker,Alphecca
ashquc,06-04-1614,Spain,LNG Tanker,Alsciaukat
cyajko,03-11-1701,Philippines,Container Ship,Alruba
zcqtxc,07-03-1844,United States (USA),Container Ship,Tania Australis
ntszso,07-12-1816,Puerto Rico,Container Ship,Zaurak
pwiaar,26-08-1914,Italy,LNG Tanker,Rasalas
vlpfjq,23-07-1623,Belgium,LNG Tanker,Bellatrix
ygspyg,22-01-2002,Japan,Container Ship,Rasalgethi
fmvwfu,25-08-1546,Norway,Crude Oil Tanker,Ruchbah
zohutk,24-08-1794,France,Container Ship,Hatysa
rejxjv,10-10-1566,Panama,Container Ship,Rasalas
kodbvc,25-03-1897,Finland,Offshore Support Vessel,Aspidiske
mzgwfd,01-01-2003,China,Container Ship,Jabbah
gmcdzg,15-12-1811,Malaysia,Container Ship,Aldulfin
mxxnvt,02-06-1628,Norway,Bulk Carrier,Haedus
piiphi,13-01-1761,Greece,Crude Oil Tanker,Alphecca
ahkcef,04-11-1505,Canada,LNG Tanker,Kaus Borealis
ilwzgv,21-03-1613,India,Bulk Carrier,Fawaris
rfrcfx,18-03-1663,Netherlands,Bulk Carrier,Yed Prior
iuyxee,30-07-1533,Turkey,Container Ship,La Superba
sooqms,07-09-1629,United States (USA),Crude Oil Tanker,Yed Posterior
mylidu,04-04-1612,Egypt,Bulk Carrier,Albireo
btvcsl,03-03-1922,Canada,Bulk Carrier,Asterope
jeaiun,04-02-1761,Norway,Crude Oil Tanker,Taiyangshou
kfsdhk,22-01-1522,Sweden,LNG Tanker,Tania Australis
xxjdrf,16-11-1834,United Kingdom (UK),Bulk Carrier,Marfik
httjyd,29-04-1894,Canada,Bulk Carrier,Algenib
bpyfdi,15-03-1538,Panama,Container Ship,Taiyi
enlwjo,10-06-1513,Nicaragua,LNG Tanker,Sadachbia
ndcybp,05-05-1921,Japan,Container Ship,Tejat
pzzrje,23-05-1549,Italy,Crude Oil Tanker,Cujam
vxhths,15-08-1800,Iceland,Container Ship,Nusakan
cvjosb,08-02-1796,Philippines,Crude Oil Tanker,Prima Hyadum
bpyfdi,08-11-1798,Spain,Container Ship,Regulus
fehxet,13-12-1818,Fiji,Container Ship,Saiph
kcvzjh,23-07-1739,Bulgaria,Container Ship,Alsafi
zvqqac,31-05-1820,Turkey,Container Ship,Zubenelhakrabi
ghzqbr,29-06-1921,United States (USA),Passenger (Cruise) Ship,Situla
hfhqcu,19-08-1845,United States (USA),Container Ship,Mimosa
clkbig,22-09-1903,Germany,Container Ship,Arcturus
uqdfbo,16-01-1753,United States (USA),Container Ship,Rasalgethi
jlvfmo,02-08-2002,United Kingdom (UK),Bulk Carrier,Pherkad
kcmydd,19-02-1656,Brazil,Bulk Carrier,Alsafi
fusgdg,18-10-1641,Dominican Rep,Crude Oil Tanker,Alula Australis
mfjocn,05-06-1534,Mexico,Container Ship,Nashira
vcbzka,16-03-1593,United States (USA),Passenger (Cruise) Ship,Felis
dgqauy,12-10-1941,Indonesia,Bulk Carrier,Mothallah
ydsltc,25-04-1924,Puerto Rico,Passenger (Cruise) Ship,Dschubba
dnswtu,16-12-1503,Croatia,LNG Tanker,Zaurak
tyqoze,25-02-1720,Spain,Bulk Carrier,Fang
nrefxj,14-03-1718,Sweden,Crude Oil Tanker,Edasich
xzoajy,18-03-1888,United States (USA),Bulk Carrier,Sheratan
udsgzj,13-09-1857,Sweden,Crude Oil Tanker,Algenib
nvedrz,04-12-1954,China,Container Ship,Tianyi
pjssii,08-12-1848,United States (USA),Bulk Carrier,Sheliak
sreqbw,25-08-1791,United States (USA),Bulk Carrier,Alcor
oeeejp,21-09-1541,Canada,Crude Oil Tanker,Seginus
ozrbry,27-02-1785,United Kingdom (UK),Bulk Carrier,Sadalsuud
hzaysd,17-04-1946,St Vincent & Grenadines,Bulk Carrier,Chertan
vycqiv,28-09-1668,Egypt,LNG Tanker,Procyon
dxdvvb,11-10-1937,Philippines,Container Ship,Rasalhague
blbrkb,15-06-1598,Sweden,Crude Oil Tanker,Aldebaran
snjyej,08-02-1614,Norway,Bulk Carrier,Intercrus
wulmrm,29-08-1742,Fiji,Crude Oil Tanker,Nusakan
bzxijj,10-01-1898,Japan,Bulk Carrier,Azmidi
zakumj,16-12-1506,Sweden,Bulk Carrier,Cor Caroli
kcvzjh,14-06-1831,Egypt,Bulk Carrier,Mimosa
qspsgb,05-10-1726,Egypt,Bulk Carrier,Sulafat
qiqmvn,04-03-1605,United States (USA),Container Ship,Meleph
mxemta,13-09-1742,Italy,Bulk Carrier,Vega
lcsqwx,21-02-1548,Qatar,Bulk Carrier,Aldhanab
lkcgfu,19-08-1845,Spain,Passenger (Cruise) Ship,Fulu
tlbmoc,26-12-1585,Japan,Container Ship,Ascella
azvhzb,24-05-1828,United States (USA),Container Ship,Intercrus
gyjhhu,25-09-1883,Croatia,Container Ship,Tarazed
pipazr,25-12-1638,Norway,Bulk Carrier,Rukbat
glcrkb,04-07-1857,United Kingdom (UK),Bulk Carrier,Alpherg
zgrraw,17-06-1624,Norway,Bulk Carrier,Aludra
ktsqud,30-06-1945,Papua New Guinea,Container Ship,Alshain
ihtfbj,07-02-1808,Iceland,Container Ship,Alruba
vnmtid,28-01-1789,Jamaica,Bulk Carrier,Kaus Borealis
btarmt,04-01-1763,United States (USA),Container Ship,Menkalinan
jevdex,01-10-2003,Japan,Bulk Carrier,Mira
egydaz,19-08-1628,United Kingdom (UK),LNG Tanker,Kitalpha
qtapyo,07-05-1831,Norway,LNG Tanker,Brachium
mqedgt,02-04-1528,Canada,Bulk Carrier,Alshain
wkkzzb,06-09-1773,Isle of Man,Crude Oil Tanker,Ukdah
scbbft,28-04-1777,United States (USA),Crude Oil Tanker,Sheratan
voloog,28-05-1804,United Kingdom (UK),Bulk Carrier,Marsic
tlbmoc,10-10-1944,United Kingdom (UK),Passenger (Cruise) Ship,Imai
ardztz,06-06-1967,Russia,Bulk Carrier,Mira
aswvzu,16-11-1687,Brazil,Bulk Carrier,Rasalhague
ptenvo,04-11-1979,Japan,Container Ship,Mintaka
glylnf,14-11-1783,Canada,Container Ship,Sualocin
zimpds,13-09-1631,Chile,Bulk Carrier,Anser
uvcfas,01-11-1785,Italy,Container Ship,Syrma
zqdahh,15-01-1526,United States (USA),Container Ship,Zibal
ahehoh,14-11-1779,Japan,LNG Tanker,Subra
ljpwpg,03-02-1641,United States (USA),Bulk Carrier,Adhil
lrjsfe,13-03-1941,Nauru,Crude Oil Tanker,Edasich
qmleln,25-04-1515,Spain,Bulk Carrier,Taygeta
qvfbbx,20-01-1500,Sweden,Container Ship,Titawin
jefuxj,01-05-1677,Norway,Crude Oil Tanker,Tarazed
nkamxf,17-04-1534,Estonia,Crude Oil Tanker,Terebellum
pwuzid,10-11-1893,Russia,Bulk Carrier,Angetenar
xtcxnp,15-03-1933,Brazil,Crude Oil Tanker,Tarazed
qekkpt,20-03-1885,United States (USA),Bulk Carrier,Alrescha
srgdwr,26-09-1770,Madagascar,Container Ship,Adhil
rvzbsv,02-09-1518,Norway,Container Ship,Jishui
cvjosb,29-01-1860,Canada,Bulk Carrier,Subra
sreqbw,05-10-1782,Estonia,Bulk Carrier,Zubeneschamali
hemwsu,02-07-1769,Norway,Bulk Carrier,Kaus Media
utrgmm,03-01-1749,Japan,Container Ship,Sualocin
lvazje,09-02-1561,Solomon Islands,Container Ship,Sargas
jkhtls,06-08-1703,Faeroe Islands,Crude Oil Tanker,Alioth
xvluen,16-12-1966,Faeroe Islands,LNG Tanker,Aldhibah
qspsgb,01-05-1928,Japan,Bulk Carrier,Beemim
jqdyjr,15-09-1560,Norway,LNG Tanker,Altair
pddoud,29-09-1540,Japan,Container Ship,Larawag
fhgign,17-08-1837,France,Bulk Carrier,Jishui
iprlly,03-09-1625,Brazil,Container Ship,Mothallah
wdtngx,08-10-1742,United States (USA),Bulk Carrier,Alshat
ycnvgn,14-06-1969,Italy,Bulk Carrier,Alshain
rsnfcx,01-02-1859,Portugal,Container Ship,Keid
kctvzr,23-01-1854,United States (USA),Crude Oil Tanker,Kochab
mzacsq,06-08-1618,Norway,Crude Oil Tanker,Furud
bwfxhc,21-09-1682,Nicaragua,LNG Tanker,Azmidi
jvyaca,29-06-1793,United States (USA),Container Ship,Mahasim
zrzxju,20-08-2004,Panama,LNG Tanker,Adhara
vopfnj,26-09-1785,United States (USA),Crude Oil Tanker,Algieba
ihufyg,24-11-1820,United States (USA),Bulk Carrier,Yed Prior
aztqif,18-12-1880,United Kingdom (UK),Crude Oil Tanker,Larawag
gnnfyd,27-10-1629,Sweden,Container Ship,Regulus
ahpvut,06-04-1884,Greece,Container Ship,Pleione
phdbwh,23-02-1627,United States (USA),Bulk Carrier,Lich
aqpzhb,04-11-1738,Italy,Passenger (Cruise) Ship,Aspidiske
mbynkk,30-09-1993,Philippines,Container Ship,Jabbah
ymhzzp,13-02-1945,Cyprus,Passenger (Cruise) Ship,Salm
nuxvez,09-04-1867,Brazil,Container Ship,Deneb
eqbmez,14-02-1825,Madagascar,Container Ship,Sadalsuud
kgxipg,01-08-1972,Cyprus,Bulk Carrier,Mesarthim
qrhflh,21-02-1932,Croatia,LNG Tanker,Hassaleh
ivskib,09-04-1771,Norway,Crude Oil Tanker,Alnair
gkmkik,18-11-1896,United Kingdom (UK),LNG Tanker,Sheratan
zqmzhg,20-11-1908,United States (USA),Crude Oil Tanker,Intercrus
kgwrwa,11-07-1807,Germany,LNG Tanker,Alula Borealis
xtmodg,31-05-1961,Indonesia,Bulk Carrier,Alkalurops
qojyph,12-09-1912,Poland,Container Ship,Arkab Posterior
xyqetv,17-11-1881,Japan,FSO,Ogma
ugzffe,25-07-1576,Philippines,Crude Oil Tanker,Algieba
bqcoxe,26-07-1515,Brazil,Crude Oil Tanker,Rastaban
noqjfs,04-04-1952,United States (USA),Bulk Carrier,Albaldah
owvglb,25-08-1679,Canada,Crude Oil Tanker,Skat
mcujxn,12-10-1941,Greece,Crude Oil Tanker,Chara
powvkq,10-11-1845,United States (USA),Bulk Carrier,Denebola
lmwili,24-09-1816,Korea,LNG Tanker,Haedus
icdjpv,26-05-1886,Chile,Passenger (Cruise) Ship,Achird
sdwyte,26-09-1542,United States (USA),Bulk Carrier,Wasat
iaqaul,12-12-1638,Mauritius,Bulk Carrier,Miaplacidus
vujykr,18-09-1913,Estonia,Crude Oil Tanker,Asellus Borealis
bzlgoy,26-09-1527,Italy,Bulk Carrier,Secunda Hyadum
gpztsd,03-06-1601,Fiji,LNG Tanker,Matar
fzhfrh,12-01-1517,Mauritius,LNG Tanker,Alpherg
anksds,02-08-1796,Australia,Bulk Carrier,Mirach
rltbto,15-11-1924,Norway,Offshore Support Vessel,Torcular
cfcwnj,24-08-1509,Faeroe Islands,Container Ship,Hatysa
vdcauv,12-08-1502,Nauru,Container Ship,Tegmine
fylvvf,02-03-1606,Japan,LNG Tanker,Xamidimura
akpxpd,11-07-1962,Iceland,Bulk Carrier,Mekbuda
cgviwj,15-02-1565,Spain,Bulk Carrier,Alkaphrah
xunqom,03-01-2008,Canada,Bulk Carrier,Azmidi
teqpxz,31-10-1769,Netherlands,Crude Oil Tanker,Polis
yyyjie,07-07-1566,United Kingdom (UK),FSO,Asellus Borealis
hxipez,25-08-1688,Canada,Bulk Carrier,Antares
jlvfmo,14-06-1699,Norway,Bulk Carrier,Dschubba
tqhejg,27-11-1650,United States (USA),Container Ship,Zubenelgenubi
fxkgts,14-03-1695,United States (USA),Bulk Carrier,Alkes
mqqtwy,18-02-1830,United Kingdom (UK),Bulk Carrier,Tejat
cdofqr,30-05-1901,Sweden,Offshore Support Vessel,Propus
pfrpth,27-08-2009,Egypt,Bulk Carrier,Alterf
urkmdt,27-07-1703,Turkey,Bulk Carrier,Hamal
gooitv,15-04-1693,Philippines,Crude Oil Tanker,Situla
lbrdlb,23-11-1566,United States (USA),Container Ship,Arkab Prior
gvgtwf,16-03-1993,Norway,Crude Oil Tanker,Subra
mmqkzk,08-08-1761,Bahamas,LNG Tanker,Yed Posterior
qojyph,07-08-1694,United Kingdom (UK),LNG Tanker,Biham
xqbxjo,04-04-1914,Norway,Offshore Support Vessel,Azelfafage
wprvpm,03-01-1999,Bahamas,Container Ship,Syrma
rvckho,09-02-2002,Egypt,Crude Oil Tanker,Piautos
oahcku,07-09-1602,Japan,Crude Oil Tanker,Merga
kihtvs,12-02-1920,Canada,Container Ship,Izar
bwaiqo,20-05-1828,Fiji,Container Ship,Prima Hyadum
cmjaqc,22-02-2005,Canada,Container Ship,Castula
xtcxnp,10-10-1639,Brazil,Container Ship,Polaris
wyuilw,01-04-1952,Togolese Rep,Crude Oil Tanker,Achird
wzbwfw,25-09-1680,United Kingdom (UK),Bulk Carrier,Minchir
hfxhpo,21-06-1977,Qatar,Crude Oil Tanker,Bellatrix
epjmcp,07-01-1736,Germany,Bulk Carrier,Tianyi
uqpkdf,03-09-1625,United States (USA),Passenger (Cruise) Ship,Atlas
kpimpo,06-06-1644,Russia,Bulk Carrier,Sualocin
bwyreu,27-07-1518,Egypt,Bulk Carrier,Tarf
pfhxyf,28-10-1929,Greece,LNG Tanker,Nihal
sqhlmx,08-06-1537,Canada,Bulk Carrier,Saclateni
aickil,23-12-1751,Portugal,Container Ship,Acrab
rejxjv,21-05-1891,United Kingdom (UK),Container Ship,Zubenelgenubi
zrqqon,03-11-1810,Turkmenistan,Bulk Carrier,Betelgeuse
fwtzdo,12-03-1842,United States (USA),Bulk Carrier,Fomalhaut
krxccy,09-01-1707,Canada,Bulk Carrier,Nunki
jgfsys,02-04-1682,Sweden,Crude Oil Tanker,Alkes
fznbao,09-01-1787,United Kingdom (UK),Bulk Carrier,Cervantes
bgorkz,06-08-1960,Sweden,Bulk Carrier,Wasat
ovbikb,12-04-1989,Chile,Passenger (Cruise) Ship,Elgafar
bvvfuo,15-12-1562,United States (USA),Bulk Carrier,Taygeta
wqcmme,24-09-1525,Faeroe Islands,Crude Oil Tanker,Acrab
wvpyws,07-04-1601,Japan,Bulk Carrier,Acrab
gmcyym,17-05-1619,Sweden,Container Ship,Dschubba
imqvne,20-03-1991,United Kingdom (UK),Bulk Carrier,Hassaleh
cbhxnp,13-01-1663,South Africa,Bulk Carrier,Alrescha
bapfvg,27-08-2008,Greece,Container Ship,Salm
mysalm,30-10-1829,Poland,LNG Tanker,Dziban
vwowhx,09-08-1807,Norway,Container Ship,Aludra
hecioq,07-01-1721,Spain,LNG Tanker,Diphda
yayoaz,15-12-1943,Greece,Bulk Carrier,Copernicus
lhspjf,17-03-1857,Japan,LNG Tanker,Misam
sgsfxt,09-09-1557,South Africa,Bulk Carrier,Pipirima
flaokq,05-10-1956,Canada,LNG Tanker,Minelauva
mnnwzk,04-04-1894,Sweden,Bulk Carrier,Errai
gawrxo,06-11-1873,Canada,Crude Oil Tanker,Sualocin
wcqyod,25-11-1649,Haiti,Bulk Carrier,Revati
umrwyi,27-09-2009,Estonia,Passenger (Cruise) Ship,Bellatrix
qlyzuh,02-02-1835,United Kingdom (UK),LNG Tanker,Betelgeuse
woturf,15-09-1731,Brazil,Container Ship,Thuban
wlbpaw,09-08-1584,United Kingdom (UK),Crude Oil Tanker,Nunki
dazcul,05-12-1726,China,Bulk Carrier,Caph
mjnahp,11-06-1835,Argentina,Container Ship,Larawag
spwahb,23-09-1753,Faeroe Islands,Container Ship,Kochab
eiwsxq,27-10-1935,United States (USA),Crude Oil Tanker,Maia
abdqlj,15-12-1772,Norway,Container Ship,Asellus Borealis
zwszzc,24-03-1511,United Kingdom (UK),LNG Tanker,Fomalhaut
mpempm,09-10-1987,Solomon Islands,LNG Tanker,Alya
jltrez,25-02-1744,Greece,LNG Tanker,Okab
yodtbt,13-01-1761,Brazil,Crude Oil Tanker,Eltanin
qqkuet,29-11-1607,United States (USA),Container Ship,Schedar
vhtlhm,24-03-1803,Poland,Crude Oil Tanker,Aldhanab
ddabzj,03-03-1970,United Kingdom (UK),Crude Oil Tanker,Mothallah
hqapew,15-04-1529,Dominican Rep,Bulk Carrier,Polaris
lidrwy,31-12-1514,Canada,Container Ship,Kraz
ofsonn,19-09-1562,Japan,Offshore Support Vessel,Fafnir
gtykmg,01-01-1793,Indonesia,FSO,Homam
neodbn,12-04-2005,United Kingdom (UK),LNG Tanker,Kaus Australis
ihjtdj,30-12-1689,United Kingdom (UK),Crude Oil Tanker,Algorab
teqpxz,04-09-1657,Japan,Container Ship,Dziban
xtjwrj,30-07-1592,United Kingdom (UK),Bulk Carrier,Mesarthim
htjuic,04-12-1872,Iceland,Bulk Carrier,Celaeno
gfufaf,30-08-1945,Norway,Container Ship,Mira
uavlut,10-07-1724,Iceland,Crude Oil Tanker,Diphda
ywagev,14-07-1512,United States (USA),Crude Oil Tanker,Altair
anksds,03-10-1777,China,Container Ship,Alchiba
dkdlpt,19-03-1542,Italy,LNG Tanker,Cervantes
iatggs,09-06-1687,Russia,Bulk Carrier,Fulu
ccxrfw,06-08-1825,Canada,Bulk Carrier,Veritate
eibvga,14-08-1990,Italy,LNG Tanker,La Superba
qfeppy,09-11-1657,Philippines,Container Ship,Sadalbari
rccxwy,15-05-1680,Equatorial Guinea,Crude Oil Tanker,Dziban
oouhmf,11-02-1729,Argentina,Crude Oil Tanker,Merak
omgydz,02-03-1875,Brazil,Bulk Carrier,Hatysa
srvqpj,10-05-1630,India,Crude Oil Tanker,Alcyone
sqummr,15-07-1732,Norway,Container Ship,Atria
ekyvwk,28-11-1824,Egypt,LNG Tanker,Yed Posterior
lnkthd,27-11-1700,Greece,Bulk Carrier,Aldulfin
ufdnzc,15-04-1761,United Arab Emirates (UAE),Bulk Carrier,Arneb
txghqf,21-06-1859,Croatia,LNG Tanker,Alnilam
xzcxyw,17-01-1675,United Kingdom (UK),Bulk Carrier,Sheratan
qbazjl,01-11-1845,Spain,LNG Tanker,Sabik
oiobsz,22-01-1779,Jamaica,Crude Oil Tanker,Cervantes
mmwmue,21-03-1761,Philippines,Bulk Carrier,Praecipua
gnijsg,05-05-1600,Canada,LNG Tanker,Mesarthim
jphpdk,18-04-1956,Sweden,Container Ship,Elkurud
sdjkzq,30-06-1664,Turkey,Crude Oil Tanker,Alphard
dlnetc,11-01-1814,Bahamas,Bulk Carrier,Kaus Media
ilebex,13-12-1774,Greece,Crude Oil Tanker,Algedi
szszce,26-04-1722,Madagascar,Container Ship,Adhil
unfrla,26-05-2000,Iceland,Bulk Carrier,Acamar
qeypoa,03-11-1939,Japan,Container Ship,Alnair
hdokmy,05-03-1616,Spain,Bulk Carrier,Elgafar
rksixt,10-09-1859,Chile,Container Ship,Anser
leircq,22-07-1736,Canada,Crude Oil Tanker,Aldulfin
yjzlgq,29-03-1927,Sweden,Crude Oil Tanker,Tejat
ywagev,20-07-1535,Netherlands,Crude Oil Tanker,Alzirr
weslyb,13-03-1771,Japan,Bulk Carrier,Atria
ywlkux,10-04-1752,Japan,Crude Oil Tanker,Taygeta
knxpny,27-06-1638,Japan,LNG Tanker,Elkurud
hpuaud,20-02-1962,Iran,Container Ship,Azha
ihetbu,15-12-1886,Japan,LNG Tanker,Castula
ilbizz,22-03-1642,India,Crude Oil Tanker,Anser
arhndt,07-02-1629,United States (USA),Crude Oil Tanker,Cervantes
xvgkbg,01-12-1528,United States (USA),Bulk Carrier,Cervantes
keyhgv,01-11-1832,China,Bulk Carrier,Hatysa
wsegeb,10-11-1629,United States (USA),Bulk Carrier,Dalim
asxycb,29-11-1703,United Kingdom (UK),Crude Oil Tanker,Menkib
uedeqi,04-12-1872,United Kingdom (UK),Bulk Carrier,Mothallah
hixgfp,02-07-1916,United Kingdom (UK),Container Ship,Albaldah
rigazo,11-02-1775,Sao Tome & Principe,Passenger (Cruise) Ship,Aspidiske
gsjhbr,05-05-1625,Iceland,Crude Oil Tanker,Bellatrix
sundeg,29-09-1809,Greece,Container Ship,Ukdah
gnjzwy,05-10-1643,Japan,Bulk Carrier,Porrima
zxuxlm,03-04-1916,Greece,Container Ship,Izar
fzavmv,20-10-1911,Japan,Bulk Carrier,Achird
lhyhob,17-08-1955,China,Bulk Carrier,Chara
tpjvhh,04-09-1858,Canada,Passenger (Cruise) Ship,Aldebaran
mlvysu,19-12-1791,China,Bulk Carrier,Sirius
aeatyx,24-10-1857,Sweden,Crude Oil Tanker,Alnilam
aykewn,24-08-1631,Croatia,Crude Oil Tanker,Cervantes
vifbzl,29-08-1717,South Africa,Container Ship,Revati
uspidp,29-09-1748,Nicaragua,Bulk Carrier,Naos
pdmkib,19-01-1977,Papua New Guinea,Container Ship,Proxima Centauri
